0.000000000000000000e+00 2.029613591730594635e-03 1.459420542232692242e-03 -9.042740799486637115e-03
2.302999999999999926e-03 2.012580167502164841e-03 1.492828363552689552e-03 -9.068885818123817444e-03
3.857000000000000185e-03 1.982684945687651634e-03 1.458200626075267792e-03 -9.032855741679668427e-03
5.326000000000000005e-03 1.966224983334541321e-03 1.342362374998629093e-03 -8.970287628471851349e-03
6.816000000000000010e-03 1.940420595929026604e-03 1.208726549521088600e-03 -8.984964340925216675e-03
8.368999999999999703e-03 1.940878573805093765e-03 1.149248331785202026e-03 -8.993148803710937500e-03
9.893000000000000752e-03 1.967643154785037041e-03 1.144193462096154690e-03 -9.071828797459602356e-03
1.140099999999999968e-02 2.009214833378791809e-03 1.221954124048352242e-03 -9.054761379957199097e-03
1.293500000000000032e-02 2.036095131188631058e-03 1.349130878224968910e-03 -8.927533403038978577e-03
1.441899999999999953e-02 2.050370909273624420e-03 1.457425183616578579e-03 -8.885519579052925110e-03
1.592199999999999865e-02 2.046054694801568985e-03 1.483743195421993732e-03 -8.956270292401313782e-03
1.746899999999999842e-02 2.019022125750780106e-03 1.430218340829014778e-03 -8.942493237555027008e-03
1.901100000000000012e-02 1.984066097065806389e-03 1.300988951697945595e-03 -8.916132152080535889e-03
4.440000000000000197e-02 1.964951632544398308e-03 1.199598424136638641e-03 -8.993894793093204498e-03
4.578600000000000031e-02 1.972661353647708893e-03 1.138533581979572773e-03 -9.146518073976039886e-03
1.021470000000000017e-01 1.971101388335227966e-03 1.161954365670681000e-03 -9.095779620110988617e-03
1.040060000000000012e-01 1.987354364246129990e-03 1.271100947633385658e-03 -8.919045329093933105e-03
1.056190000000000045e-01 2.007438335567712784e-03 1.393891870975494385e-03 -9.019221179187297821e-03
1.076389999999999986e-01 2.014245837926864624e-03 1.485187443904578686e-03 -9.020286612212657928e-03
1.091720000000000051e-01 2.007724251598119736e-03 1.483480795286595821e-03 -9.066010825335979462e-03
1.107390000000000041e-01 1.982663292437791824e-03 1.411089790053665638e-03 -8.988144807517528534e-03
1.122810000000000058e-01 1.958919223397970200e-03 1.268451451323926449e-03 -9.087888523936271667e-03
1.138170000000000015e-01 1.967232674360275269e-03 1.155606471002101898e-03 -9.128550067543983459e-03
1.154590000000000061e-01 1.947057666257023811e-03 1.126092509366571903e-03 -9.114126674830913544e-03
1.174739999999999951e-01 1.947165001183748245e-03 1.196067314594984055e-03 -9.059796109795570374e-03
2.065319999999999934e-01 1.989527139812707901e-03 1.322424737736582756e-03 -9.080003015697002411e-03
2.079640000000000100e-01 2.029358409345149994e-03 1.452339347451925278e-03 -9.027870371937751770e-03
2.095140000000000058e-01 2.023084787651896477e-03 1.510827220045030117e-03 -9.114742279052734375e-03
2.110059999999999991e-01 1.974405720829963684e-03 1.486227731220424175e-03 -8.973740972578525543e-03
2.124630000000000130e-01 1.940730842761695385e-03 1.378755318000912666e-03 -8.962233550846576691e-03
2.140370000000000050e-01 1.941860304214060307e-03 1.232779934071004391e-03 -8.994992822408676147e-03
2.155040000000000011e-01 1.937836874276399612e-03 1.137140206992626190e-03 -9.090927429497241974e-03
2.170999999999999874e-01 1.946346485055983067e-03 1.120521337725222111e-03 -9.127942845225334167e-03
2.186140000000000028e-01 1.982159679755568504e-03 1.213109935633838177e-03 -9.096491150557994843e-03
2.200449999999999906e-01 2.037529600784182549e-03 1.366473385132849216e-03 -9.000677615404129028e-03
2.215429999999999899e-01 2.055024262517690659e-03 1.485421671532094479e-03 -8.986329659819602966e-03
2.292180000000000051e-01 2.021387917920947075e-03 1.521521480754017830e-03 -8.966870605945587158e-03
2.305730000000000002e-01 1.985439332202076912e-03 1.470065210014581680e-03 -8.868359960615634918e-03
3.082250000000000267e-01 1.950483652763068676e-03 1.318856724537909031e-03 -8.928283117711544037e-03
3.098690000000000055e-01 1.934385276399552822e-03 1.177752157673239708e-03 -9.012375026941299438e-03
3.112210000000000254e-01 1.929924357682466507e-03 1.111928257159888744e-03 -9.085689671337604523e-03
3.141630000000000256e-01 1.953521277755498886e-03 1.134932972490787506e-03 -9.175432845950126648e-03
3.158739999999999881e-01 1.996524166315793991e-03 1.258580712601542473e-03 -9.183314628899097443e-03
3.173849999999999727e-01 2.028843620792031288e-03 1.417166320607066154e-03 -9.106690064072608948e-03
3.188969999999999860e-01 2.020533662289381027e-03 1.509644323959946632e-03 -8.989253081381320953e-03
3.204790000000000139e-01 1.997655257582664490e-03 1.514163101091980934e-03 -8.977356366813182831e-03
3.228090000000000126e-01 1.984382979571819305e-03 1.428026123903691769e-03 -9.030225686728954315e-03
3.241709999999999869e-01 1.939420821145176888e-03 1.271886634640395641e-03 -8.945749141275882721e-03
4.094909999999999939e-01 1.911557395942509174e-03 1.147517003118991852e-03 -9.036581963300704956e-03
4.111980000000000079e-01 1.933627063408493996e-03 1.109638367779552937e-03 -9.070179425179958344e-03
4.132020000000000137e-01 1.978803426027297974e-03 1.150924013927578926e-03 -9.204487316310405731e-03
4.147620000000000196e-01 2.028803573921322823e-03 1.305142650380730629e-03 -9.131372906267642975e-03
4.163109999999999866e-01 2.059779828414320946e-03 1.457743579521775246e-03 -9.013391099870204926e-03
4.182759999999999811e-01 2.051485003903508186e-03 1.545665436424314976e-03 -8.998504839837551117e-03
4.203830000000000067e-01 2.038377569988369942e-03 1.522263162769377232e-03 -9.074693545699119568e-03
4.219809999999999950e-01 1.993897370994091034e-03 1.406798954121768475e-03 -9.105342440307140350e-03
4.234879999999999756e-01 1.946037285961210728e-03 1.242630067281424999e-03 -9.022495709359645844e-03
4.250760000000000094e-01 1.937788212671875954e-03 1.121523557230830193e-03 -9.102118201553821564e-03
4.268469999999999764e-01 1.951365848071873188e-03 1.106805400922894478e-03 -9.203384630382061005e-03
4.286679999999999935e-01 1.989008393138647079e-03 1.194915734231472015e-03 -9.118669666349887848e-03
4.318290000000000184e-01 2.023941138759255409e-03 1.346101285889744759e-03 -9.008608758449554443e-03
4.333299999999999930e-01 2.063475083559751511e-03 1.484007225371897221e-03 -8.942550979554653168e-03
4.367280000000000051e-01 2.082529244944453239e-03 1.547420280985534191e-03 -8.923382498323917389e-03
4.382909999999999862e-01 2.068803645670413971e-03 1.496423734351992607e-03 -9.049934335052967072e-03
4.398279999999999967e-01 2.018695231527090073e-03 1.381261507049202919e-03 -8.989100344479084015e-03
5.132790000000000408e-01 1.977298408746719360e-03 1.229274668730795383e-03 -9.058002382516860962e-03
5.146899999999999809e-01 1.966532785445451736e-03 1.139775384217500687e-03 -8.986942470073699951e-03
5.162130000000000329e-01 1.974168932065367699e-03 1.136730541475117207e-03 -9.078972041606903076e-03
5.180169999999999497e-01 1.990055898204445839e-03 1.222615246661007404e-03 -9.030411019921302795e-03
5.198350000000000470e-01 2.010534517467021942e-03 1.373043982312083244e-03 -8.908784948289394379e-03
5.214109999999999578e-01 2.032806864008307457e-03 1.478118356317281723e-03 -8.980267681181430817e-03
5.230029999999999957e-01 2.030617324635386467e-03 1.506502972915768623e-03 -9.015963412821292877e-03
5.254029999999999534e-01 2.002777764573693275e-03 1.435003592632710934e-03 -8.979130536317825317e-03
5.269500000000000295e-01 1.979437889531254768e-03 1.296694856137037277e-03 -8.950751274824142456e-03
5.283710000000000351e-01 1.962770940735936165e-03 1.159086707048118114e-03 -9.020825847983360291e-03
5.301299999999999901e-01 1.960913417860865593e-03 1.095302868634462357e-03 -9.154357947409152985e-03
6.219130000000000491e-01 2.055189572274684906e-03 1.514307223260402679e-03 -9.029989130795001984e-03
6.238179999999999836e-01 2.010014606639742851e-03 1.505487016402184963e-03 -9.024613536894321442e-03
6.253319999999999990e-01 1.979474443942308426e-03 1.414091326296329498e-03 -8.988879621028900146e-03
6.277709999999999679e-01 1.950681325979530811e-03 1.280022668652236462e-03 -8.990681730210781097e-03
6.293680000000000385e-01 1.942874980159103870e-03 1.160663785412907600e-03 -9.032485075294971466e-03
6.310959999999999903e-01 1.934386673383414745e-03 1.123444992117583752e-03 -9.145946241915225983e-03
6.326119999999999521e-01 1.955015584826469421e-03 1.180834486149251461e-03 -9.196097962558269501e-03
6.343860000000000054e-01 2.016410697251558304e-03 1.321904594078660011e-03 -9.118565358221530914e-03
6.359529999999999905e-01 2.033384749665856361e-03 1.470636925660073757e-03 -9.041610173881053925e-03
6.372719999999999496e-01 2.026685979217290878e-03 1.532122958451509476e-03 -8.937731385231018066e-03
7.167949999999999600e-01 2.002610825002193451e-03 1.497477176599204540e-03 -8.947755210101604462e-03
7.238299999999999734e-01 1.924215350300073624e-03 1.144520356319844723e-03 -9.115904569625854492e-03
7.252680000000000238e-01 1.971544930711388588e-03 1.211484079249203205e-03 -9.243384003639221191e-03
7.267660000000000231e-01 2.012273995205760002e-03 1.353540224954485893e-03 -9.023293852806091309e-03
7.282640000000000224e-01 2.034959150478243828e-03 1.478782156482338905e-03 -8.945167064666748047e-03
7.299210000000000420e-01 2.040104707702994347e-03 1.515132724307477474e-03 -8.914627134799957275e-03
7.350670000000000259e-01 2.017781138420104980e-03 1.462921965867280960e-03 -8.957286365330219269e-03
8.192840000000000122e-01 1.994946505874395370e-03 1.334350439719855785e-03 -8.849835954606533051e-03
8.206299999999999706e-01 1.965724164620041847e-03 1.200767233967781067e-03 -9.009049274027347565e-03
8.228029999999999511e-01 1.960770459845662117e-03 1.122230663895606995e-03 -8.990585803985595703e-03
8.245000000000000107e-01 1.985208597034215927e-03 1.144045731052756310e-03 -9.012906812131404877e-03
8.259689999999999532e-01 2.019389998167753220e-03 1.255846815183758736e-03 -9.106008335947990417e-03
8.421020000000000172e-01 1.972072524949908257e-03 1.175188226625323296e-03 -9.097652509808540344e-03
8.444700000000000539e-01 2.013834193348884583e-03 1.299890107475221157e-03 -9.095756337046623230e-03
8.457390000000000185e-01 2.035060664638876915e-03 1.434577046893537045e-03 -9.033060632646083832e-03
9.217809999999999615e-01 2.033734694123268127e-03 1.513749477453529835e-03 -8.916945196688175201e-03
9.232350000000000279e-01 2.015890087932348251e-03 1.483129104599356651e-03 -8.994000963866710663e-03
9.247779999999999889e-01 1.987992785871028900e-03 1.378858927637338638e-03 -9.027494117617607117e-03
9.269209999999999949e-01 1.971986610442399979e-03 1.239182776771485806e-03 -8.966494351625442505e-03
9.287189999999999612e-01 1.968826632946729660e-03 1.128284842707216740e-03 -9.012473747134208679e-03
9.302190000000000181e-01 1.963735092431306839e-03 1.103430287912487984e-03 -9.116304107010364532e-03
9.317290000000000294e-01 2.016561105847358704e-03 1.187042449600994587e-03 -9.108030237257480621e-03
9.332540000000000280e-01 2.058751182630658150e-03 1.327539677731692791e-03 -9.052223525941371918e-03
9.347649999999999570e-01 2.051976276561617851e-03 1.445492962375283241e-03 -9.017696604132652283e-03
9.476440000000000419e-01 2.034872071817517281e-03 1.505726715549826622e-03 -9.016332216560840607e-03
1.024340999999999946e+00 2.014272380620241165e-03 1.460359664633870125e-03 -8.990414440631866455e-03
1.025968999999999909e+00 1.979836495593190193e-03 1.337525318376719952e-03 -8.951853960752487183e-03
1.027438000000000073e+00 1.949039171449840069e-03 1.205082982778549194e-03 -8.982923813164234161e-03
1.030612000000000084e+00 1.914805383421480656e-03 1.134458929300308228e-03 -9.079847484827041626e-03
1.030688999999999966e+00 1.928448444232344627e-03 1.151487464085221291e-03 -9.164584800601005554e-03
1.033123999999999931e+00 1.989430282264947891e-03 1.239340519532561302e-03 -9.216221049427986145e-03
1.034642000000000062e+00 2.009169664233922958e-03 1.378884306177496910e-03 -9.045583195984363556e-03
1.036216000000000026e+00 2.024146262556314468e-03 1.484273700043559074e-03 -8.997661992907524109e-03
1.037767000000000106e+00 2.012315904721617699e-03 1.504635089077055454e-03 -9.069298394024372101e-03
1.039403000000000077e+00 1.970306737348437309e-03 1.426125061698257923e-03 -9.081690572202205658e-03
1.040934000000000026e+00 1.929091522470116615e-03 1.290121697820723057e-03 -9.013935923576354980e-03
1.043471000000000037e+00 1.907444209791719913e-03 1.165307592600584030e-03 -9.060122072696685791e-03
1.045155999999999974e+00 1.915569999255239964e-03 1.090621924959123135e-03 -9.223788976669311523e-03
1.126948999999999979e+00 1.948562567122280598e-03 1.122792484238743782e-03 -9.214032441377639771e-03
1.128573000000000048e+00 1.972566591575741768e-03 1.263490878045558929e-03 -9.107087738811969757e-03
1.130031999999999925e+00 1.995842438191175461e-03 1.411780714988708496e-03 -9.105836041271686554e-03
1.131532999999999900e+00 2.005813876166939735e-03 1.503869425505399704e-03 -9.050962515175342560e-03
1.133062000000000014e+00 1.988864038139581680e-03 1.502635655924677849e-03 -9.090653620660305023e-03
1.134506000000000014e+00 1.955425599589943886e-03 1.398066873662173748e-03 -9.032431058585643768e-03
1.136025000000000063e+00 1.919597038067877293e-03 1.244403189048171043e-03 -9.004374034702777863e-03
1.137537000000000020e+00 1.914393971674144268e-03 1.109698670916259289e-03 -9.097331203520298004e-03
1.139110000000000067e+00 1.931719132699072361e-03 1.075476058758795261e-03 -9.141026064753532410e-03
1.140616000000000074e+00 1.964845228940248489e-03 1.147158327512443066e-03 -9.142485447227954865e-03
1.147184999999999899e+00 2.027228707447648048e-03 1.452946802601218224e-03 -9.036202915012836456e-03
1.148652000000000006e+00 2.019359264522790909e-03 1.517908414825797081e-03 -9.009794332087039948e-03
1.230415000000000036e+00 1.980375265702605247e-03 1.481873448938131332e-03 -9.153558872640132904e-03
1.233546000000000031e+00 1.927210134454071522e-03 1.358663430437445641e-03 -9.058534167706966400e-03
1.233618000000000103e+00 1.910808729007840157e-03 1.221998129040002823e-03 -9.103926829993724823e-03
1.236909000000000036e+00 1.918696681968867779e-03 1.132840174250304699e-03 -9.084254503250122070e-03
1.241549999999999931e+00 1.933871651999652386e-03 1.125330221839249134e-03 -9.167359210550785065e-03
1.243058999999999914e+00 1.958529930561780930e-03 1.210897578857839108e-03 -9.087641723453998566e-03
1.245511999999999952e+00 2.001005690544843674e-03 1.354762003757059574e-03 -8.999884128570556641e-03
1.247006000000000059e+00 2.022876404225826263e-03 1.483779167756438255e-03 -9.078248403966426849e-03
1.248566000000000065e+00 2.016615588217973709e-03 1.527284504845738411e-03 -9.086324833333492279e-03
1.250057999999999891e+00 1.977231586351990700e-03 1.493253977969288826e-03 -9.105167351663112640e-03
1.251578000000000079e+00 1.961214002221822739e-03 1.350828562863171101e-03 -9.092666208744049072e-03
1.253152000000000044e+00 1.970653422176837921e-03 1.205340260639786720e-03 -9.035324677824974060e-03
1.255090000000000039e+00 1.970052719116210938e-03 1.132691046223044395e-03 -9.145491756498813629e-03
1.330953000000000053e+00 1.970405690371990204e-03 1.162084634415805340e-03 -9.224207140505313873e-03
1.332743000000000011e+00 1.988621894270181656e-03 1.257828320376574993e-03 -9.213363751769065857e-03
