0.000,0.000,0.000,0.000,0.000
0.000,281474493129967.000,0.716,0.005,0.002
0.000,281474493129967.000,0.693,0.002,-0.004
0.000,281474493129967.000,0.686,-0.000,-0.008
0.000,281474493129967.000,0.729,-0.000,-0.006
0.000,281474493129967.000,0.686,0.000,-0.006
0.000,281474493129967.000,0.710,0.003,0.002
0.000,281474493129967.000,0.705,0.001,-0.006
0.000,281474493129967.000,0.687,-0.002,-0.014
0.000,281474493129967.000,0.690,-0.002,-0.013
0.000,281474493129967.000,0.687,-0.000,-0.006
0.000,281474493129967.000,0.693,-0.002,-0.013
0.000,281474493129967.000,0.696,-0.002,-0.013
0.000,281474493129967.000,0.696,-0.002,-0.014
0.000,281474493129967.000,0.675,-0.002,-0.012
0.000,281474493129967.000,0.684,-0.003,-0.011
0.000,281474493129967.000,0.724,-0.003,-0.013
0.000,281474493129967.000,0.691,-0.005,-0.020
0.000,281474493129967.000,0.707,-0.005,-0.020
0.000,281474493129967.000,0.713,-0.006,-0.022
0.000,281474493129967.000,0.704,-0.005,-0.021
0.000,281474493129967.000,0.702,-0.003,-0.011
0.000,281474493129967.000,0.719,-0.015,-0.024
0.000,281474493129967.000,0.723,-0.007,-0.008
0.000,281474493129967.000,0.699,-0.001,-0.002
0.000,281474493129967.000,0.730,-0.003,-0.008
0.000,281474493129967.000,0.720,-0.014,-0.015
0.000,281474493129967.000,0.717,0.001,-0.017
0.000,281474493129967.000,0.693,0.002,-0.016
0.000,281474493129967.000,0.685,-0.009,-0.013
0.000,281474493129967.000,0.723,0.001,-0.006
0.000,281474493129967.000,0.690,-0.001,-0.011
0.000,281474493129967.000,0.713,-0.003,-0.016
0.000,281474493129967.000,0.676,-0.000,-0.008
0.000,281474493129967.000,0.662,-0.000,-0.009
0.000,281474493129967.000,0.668,-0.001,-0.013
0.000,281474493129967.000,0.701,-0.001,-0.014
0.000,281474493129967.000,0.710,-0.017,-0.024
0.000,281474493129967.000,0.715,-0.013,-0.016
0.000,281474493129967.000,0.709,-0.006,-0.011
0.000,281474493129967.000,0.695,-0.002,-0.006
0.000,281474493129967.000,0.687,-0.004,-0.007
0.000,281474493129967.000,0.703,0.009,0.008
0.000,281474493129967.000,0.710,0.011,-0.006
0.000,281474493129967.000,0.685,0.010,-0.007
0.000,281474493129967.000,0.676,0.011,-0.006
0.000,281474493129967.000,0.720,-0.011,-0.015
0.000,281474493129967.000,0.703,0.011,0.008
0.000,281474493129967.000,0.711,0.010,0.002
0.000,281474493129967.000,0.733,0.009,-0.001
0.000,281474493129967.000,0.697,-0.009,-0.020
0.000,281474493129967.000,0.700,-0.007,-0.016
0.000,281474493129967.000,0.684,-0.009,-0.033
0.000,281474493129967.000,0.735,-0.011,-0.032
0.000,281474493129967.000,0.714,0.002,-0.011
0.000,281474493129967.000,0.708,0.006,0.005
0.000,281474493129967.000,0.709,-0.018,-0.021
0.000,281474493129967.000,0.677,-0.021,-0.026
0.000,281474493129967.000,0.676,-0.022,-0.031
0.000,281474493129967.000,0.696,-0.023,-0.031
0.000,281474493129967.000,0.698,0.004,-0.008
0.000,281474493129967.000,0.699,0.004,-0.009
0.000,281474493129967.000,0.691,0.004,-0.007
0.000,281474493129967.000,0.699,-0.011,-0.006
0.000,281474493129967.000,0.684,0.017,-0.002
0.000,281474493129967.000,0.684,0.017,-0.004
0.000,281474493129967.000,0.720,0.017,-0.003
0.000,281474493129967.000,0.707,0.017,-0.004
0.000,281474493129967.000,0.687,-0.015,-0.022
0.000,281474493129967.000,0.705,-0.015,-0.025
0.000,281474493129967.000,0.662,-0.015,-0.023
0.000,281474493129967.000,0.688,-0.015,-0.022
0.000,281474493129967.000,0.710,-0.017,-0.023
0.000,281474493129967.000,0.672,-0.015,-0.020
0.000,281474493129967.000,0.687,-0.010,-0.011
0.000,281474493129967.000,0.703,0.004,-0.003
0.000,281474493129967.000,0.678,0.003,-0.001
0.000,281474493129967.000,0.695,0.003,-0.004
0.000,281474493129967.000,0.695,0.001,-0.010
0.000,281474493129967.000,0.686,0.005,-0.003
0.000,281474493129967.000,0.689,0.005,0.001
0.000,281474493129967.000,0.708,0.006,0.001
0.000,281474493129967.000,0.719,0.005,-0.002
0.000,281474493129967.000,0.687,0.005,0.001
0.000,281474493129967.000,0.706,0.003,-0.003
0.000,281474493129967.000,0.687,0.002,-0.007
0.000,281474493129967.000,0.682,0.002,-0.008
0.000,281474493129967.000,0.732,0.006,0.001
0.000,281474493129967.000,0.699,0.004,-0.003
0.000,281474493129967.000,0.695,0.004,-0.002
0.000,281474493129967.000,0.701,-0.012,-0.021
0.000,281474493129967.000,0.712,-0.017,-0.029
0.000,281474493129967.000,0.694,0.009,0.007
0.000,281474493129967.000,0.696,0.009,0.007
0.000,281474493129967.000,0.695,0.010,0.009
0.000,281474493129967.000,0.708,0.005,-0.004
0.000,281474493129967.000,0.703,0.008,0.002
0.000,281474493129967.000,0.704,0.008,0.001
0.000,281474493129967.000,0.694,0.007,-0.007
0.000,281474493129967.000,0.689,0.007,-0.008
0.000,281474493129967.000,0.701,0.006,-0.010
0.000,281474493129967.000,0.677,0.007,-0.008
0.000,281474493129967.000,0.655,0.007,-0.009
0.000,281474493129967.000,0.711,0.007,-0.006
0.000,281474493129967.000,0.679,0.007,-0.009
0.000,281474493129967.000,0.692,0.007,-0.006
0.000,281474493129967.000,0.671,0.007,-0.009
0.000,281474493129967.000,0.687,0.007,-0.005
0.000,281474493129967.000,0.681,0.007,-0.007
0.000,281474493129967.000,0.731,0.006,-0.009
0.000,281474493129967.000,0.695,0.007,-0.006
0.000,281474493129967.000,0.708,0.007,-0.008
0.000,281474493129967.000,0.669,0.008,-0.007
0.000,281474493129967.000,0.696,0.008,-0.005
0.000,281474493129967.000,0.695,0.008,-0.004
0.000,281474493129967.000,0.685,0.008,-0.004
0.000,281474493129967.000,0.690,0.008,-0.004
0.000,281474493129967.000,0.707,0.008,-0.005
0.000,281474493129967.000,0.707,0.008,-0.003
0.000,281474493129967.000,0.707,0.007,-0.005
0.000,281474493129967.000,0.698,0.006,-0.011
0.000,281474493129967.000,0.700,0.007,-0.005
0.000,281474493129967.000,0.700,0.007,-0.005
0.000,281474493129967.000,0.687,0.006,-0.008
0.000,281474493129967.000,0.677,0.006,-0.010
0.000,281474493129967.000,0.669,0.006,-0.008
0.000,281474493129967.000,0.665,0.006,-0.012
0.000,281474493129967.000,0.684,0.006,-0.012
0.000,281474493129967.000,0.686,0.006,-0.011
0.000,281474493129967.000,0.693,0.006,-0.010
0.000,281474493129967.000,0.699,0.006,-0.010
0.000,281474493129967.000,0.711,0.006,-0.013
0.000,281474493129967.000,0.718,0.007,-0.005
0.000,281474493129967.000,0.697,0.008,-0.006
0.000,281474493129967.000,0.687,0.009,-0.006
0.000,281474493129967.000,0.722,0.010,0.000
0.000,281474493129967.000,0.687,0.011,0.002
0.000,281474493129967.000,0.683,0.010,-0.005
0.000,281474493129967.000,0.697,0.010,0.002
0.000,281474493129967.000,0.673,0.010,-0.002
0.000,281474493129967.000,0.691,0.010,-0.002
0.000,281474493129967.000,0.708,0.012,0.005
0.000,281474493129967.000,0.678,0.010,0.001
0.000,281474493129967.000,0.678,0.010,-0.001
0.000,281474493129967.000,0.690,0.007,-0.011
0.000,281474493129967.000,0.688,0.007,-0.011
0.000,281474493129967.000,0.700,0.007,-0.008
0.000,281474493129967.000,0.707,0.007,-0.010
0.000,281474493129967.000,0.709,0.007,-0.011
0.000,281474493129967.000,0.697,0.004,-0.013
0.000,281474493129967.000,0.679,0.005,-0.012
0.000,281474493129967.000,0.709,0.003,-0.015
0.000,281474493129967.000,0.708,0.003,-0.016
0.000,281474493129967.000,0.703,0.003,-0.016
0.000,281474493129967.000,0.682,0.003,-0.017
0.000,281474493129967.000,0.682,0.006,-0.012
0.000,281474493129967.000,0.679,0.006,-0.008
0.000,281474493129967.000,0.685,0.005,-0.012
0.000,281474493129967.000,0.698,0.005,-0.012
0.000,281474493129967.000,0.670,0.006,-0.008
0.000,281474493129967.000,0.713,0.005,-0.013
0.000,281474493129967.000,0.693,0.005,-0.012
0.000,281474493129967.000,0.673,0.005,-0.013
0.000,281474493129967.000,0.685,0.003,-0.015
0.000,281474493129967.000,0.689,0.002,-0.017
0.000,281474493129967.000,0.688,0.005,-0.013
0.000,281474493129967.000,0.680,0.006,-0.010
0.000,281474493129967.000,0.692,0.005,-0.011
0.000,281474493129967.000,0.682,0.006,-0.009
0.000,281474493129967.000,0.695,0.006,-0.008
0.000,281474493129967.000,0.686,0.005,-0.012
0.000,281474493129967.000,0.675,0.005,-0.012
0.000,281474493129967.000,0.690,0.005,-0.012
0.000,281474493129967.000,0.682,0.007,-0.005
0.000,281474493129967.000,0.704,0.006,-0.007
0.000,281474493129967.000,0.680,0.006,-0.006
0.000,281474493129967.000,0.695,0.006,-0.007
0.000,281474493129967.000,0.698,0.006,-0.006
